PolicyID,CustomerID,Product,CoverageAmount,PremiumAmount,PolicyTermYears,Status,PolicyStartDate,PolicyLapseDate,BeneficiaryRelation
POL01922,CUST04760,Term Life,346862.45,66.94,5,Active,2022-01-10,,Parent
POL01923,CUST03376,Unit-linked,145954.39,21.13,20,Active,2022-01-27,,Spouse
POL01924,CUST00250,Term Life,137820.71,46.18,30,Active,2024-01-02,,Child
POL01925,CUST04145,Term Life,150361.19,25.33,20,Active,2024-12-14,,Spouse
POL01926,CUST04122,Whole Life,190518.08,55.23,10,Active,2025-09-13,,Spouse
POL01927,CUST02435,Annuity,108981.1,54.61,30,Active,2023-12-15,,Spouse
POL01928,CUST04914,Term Life,154365.45,71.68,10,Active,2025-01-15,,Parent
POL01929,CUST02678,Unit-linked,157188.08,20.0,20,Active,2025-02-10,,Child
POL01930,CUST04724,Whole Life,97855.44,20.0,30,Active,2024-01-07,,Other
POL01931,CUST00931,Term Life,53841.62,20.0,10,Active,2022-01-04,,Spouse
POL01932,CUST01125,Term Life,82995.93,36.13,16,Active,2024-01-13,,Other
POL01933,CUST01399,Critical Illness,163712.38,58.45,10,Active,2024-04-06,,Spouse
POL01934,CUST00101,Term Life,136904.86,20.0,30,Active,2024-03-13,,Spouse
POL01935,CUST03219,Term Life,76785.84,49.06,23,Active,2023-02-25,,Child
POL01936,CUST02565,Term Life,147952.31,50.57,20,Active,2024-01-06,,Child
POL01937,CUST03472,Whole Life,139675.67,41.67,20,Active,2025-01-16,,Other
POL01938,CUST02547,Term Life,390942.09,20.0,10,Active,2023-10-21,,Spouse
POL01939,CUST04833,Endowment,305738.08,40.89,10,Active,2025-08-23,,Child
POL01940,CUST00424,Endowment,105121.2,49.36,30,Active,2025-12-16,,Spouse
POL01941,CUST00614,Term Life,173411.09,20.0,26,Active,2024-01-06,,Spouse
POL01942,CUST00424,Term Life,97549.57,20.0,10,Lapsed,2023-01-23,2024-06-01,Spouse
POL01943,CUST04901,Whole Life,210950.38,23.7,29,Active,2023-08-10,,Spouse
POL01944,CUST01126,Term Life,93346.81,48.86,20,Active,2025-03-12,,Spouse
POL01945,CUST00530,Critical Illness,110127.97,35.76,5,Active,2023-11-19,,Spouse
POL01946,CUST03558,Term Life,281972.15,31.82,10,Active,2023-12-19,,Spouse
POL01947,CUST01517,Term Life,103148.52,20.0,10,Active,2022-01-26,,Child
POL01948,CUST04188,Critical Illness,122848.43,20.0,5,Active,2023-07-22,,Parent
POL01949,CUST03763,Whole Life,113899.49,41.67,30,Active,2022-07-16,,Spouse
POL01950,CUST00325,Term Life,150462.34,127.23,10,Active,2023-11-12,,Spouse
POL01951,CUST01892,Term Life,438443.45,20.0,10,Active,2024-01-19,,Child
POL01952,CUST03492,Unit-linked,66984.45,20.73,30,Active,2023-10-22,,Child
POL01953,CUST01566,Term Life,371242.97,20.0,20,Lapsed,2025-05-24,2022-07-28,Child
POL01954,CUST00027,Whole Life,91781.7,68.17,20,Active,2022-06-24,,Trust/Charity
POL01955,CUST02437,Term Life,89247.94,56.6,10,Active,2025-11-07,,Other
POL01956,CUST03736,Term Life,126171.27,20.0,20,Active,2025-07-05,,Child
POL01957,CUST01947,Term Life,118812.14,21.33,20,Active,2024-01-19,,Child
POL01958,CUST02107,Whole Life,51211.67,41.0,30,Active,2024-12-09,,Spouse
POL01959,CUST01334,Term Life,78218.56,65.07,20,Active,2024-10-11,,Spouse
POL01960,CUST01547,Term Life,200000.0,20.0,30,Lapsed,2024-12-20,2024-06-19,Child
POL01961,CUST03387,Whole Life,122256.54,208.33,30,Active,2024-01-04,,Spouse
POL01962,CUST00815,Unit-linked,260248.68,40.17,5,Active,2025-01-16,,Other
POL01963,CUST00878,Term Life,92351.97,83.33,20,Active,2023-07-13,,Child
POL01964,CUST04959,Term Life,45468.04,35.96,20,Lapsed,2024-01-24,2022-07-08,Child
POL01965,CUST01166,Term Life,554784.25,41.39,10,Active,2024-01-05,,Trust/Charity
POL01966,CUST03988,Term Life,35764.16,55.28,10,Active,2022-08-23,,Spouse
POL01967,CUST01413,Whole Life,70931.84,40.55,20,Active,2022-01-05,,Trust/Charity
POL01968,CUST03615,Annuity,143354.8,36.89,10,Active,2023-01-12,,Spouse
POL01969,CUST02516,Term Life,200000.0,41.67,10,Active,2024-12-05,,Child
POL01970,CUST00983,Whole Life,45282.88,20.0,10,Active,2023-01-15,,Trust/Charity
POL01971,CUST04762,Term Life,54268.4,37.41,20,Active,2023-08-03,,Spouse
POL01972,CUST04967,Term Life,41226.18,41.67,30,Active,2023-04-04,,Spouse
POL01973,CUST04383,Term Life,177056.91,47.22,10,Active,2023-03-02,,Child
POL01974,CUST02738,Term Life,101867.26,44.61,20,Active,2024-10-22,,Spouse
POL01975,CUST00219,Whole Life,181803.91,83.33,20,Active,2022-01-17,,Child
POL01976,CUST01994,Endowment,104003.9,20.0,10,Active,2024-05-23,,Spouse
POL01977,CUST00306,Whole Life,259578.31,67.42,10,Active,2022-03-17,,Child
POL01978,CUST00620,Term Life,120934.21,41.67,20,Lapsed,2022-01-15,2024-07-03,Parent
POL01979,CUST03478,Critical Illness,40373.54,20.0,20,Active,2025-08-21,,Spouse
POL01980,CUST01569,Whole Life,231679.5,36.56,10,Active,2022-01-10,,Child
POL01981,CUST04701,Unit-linked,135974.45,41.67,5,Active,2023-01-22,,Spouse
POL01982,CUST00168,Whole Life,208183.1,58.27,28,Active,2024-11-22,,Spouse
POL01983,CUST01745,Term Life,182431.24,57.51,24,Active,2024-05-05,,Trust/Charity
POL01984,CUST00543,Unit-linked,41254.71,38.39,20,Active,2024-01-27,,Child
POL01985,CUST00537,Term Life,114913.63,37.15,30,Active,2024-01-04,,Spouse
POL01986,CUST01920,Term Life,63501.97,34.64,30,Active,2025-06-19,,Parent
POL01987,CUST00387,Critical Illness,166374.53,41.67,10,Active,2023-03-22,,Spouse
POL01988,CUST02927,Term Life,200000.0,41.67,10,Active,2025-12-05,,Spouse
POL01989,CUST04006,Term Life,178052.22,20.0,20,Active,2025-02-23,,Child
POL01990,CUST03718,Term Life,272532.18,20.0,5,Active,2025-08-12,,Spouse
POL01991,CUST03935,Term Life,229113.52,37.72,20,Active,2023-02-26,,Child
POL01992,CUST04399,Term Life,165348.23,36.52,20,Active,2023-01-20,,Child
POL01993,CUST01316,Term Life,74273.21,21.2,30,Lapsed,2025-01-08,2024-06-19,Spouse
POL01994,CUST02071,Term Life,147983.27,32.48,20,Active,2025-12-17,,Spouse
POL01995,CUST00692,Unit-linked,70185.39,20.0,20,Active,2023-08-09,,Child
POL01996,CUST04550,Term Life,54664.33,20.0,10,Active,2025-01-19,,Child
POL01997,CUST02553,Term Life,141566.87,135.42,10,Active,2023-01-21,,Spouse
POL01998,CUST00876,Term Life,145946.17,22.31,20,Active,2024-08-17,,Spouse
POL01999,CUST01578,Whole Life,200000.0,31.49,5,Active,2024-02-08,,Parent
